jurisdiccion;ID1;sector;ambito;presentismo;respondente;matricula del marco;participa
50;123370036500731;Estatal;Urbano;61;30;66;1
50;130720038000761;Estatal;Rural;2;2;2;1
50;135720039000781;Estatal;Rural;3;3;3;1
50;140800040000801;Estatal;Urbano;36;32;67;1
50;145960041000821;Estatal;Urbano;68;64;75;1
50;153850042500851;Estatal;Urbano;14;14;16;1
50;156520043000861;Estatal;Urbano;40;37;47;1
50;164650044500891;Estatal;Urbano;54;53;61;1
50;167400045000901;Estatal;Urbano;40;19;42;1
50;172960046000921;Estatal;Urbano;5;5;12;1
50;184320048000961;Privado;Urbano;9;9;24;1
50;193050049500991;Estatal;Urbano;66;66;77;1
50;198970050501011;Estatal;Urbano;47;46;55;1
50;201960051001022;Estatal;Urbano;57;56;60;1
50;204970051501032;Estatal;Urbano;81;81;87;1
50;800002000088000;Privado;Rural;57;57;61;1
50;121200300012121;Estatal;Urbano;46;46;67;1
50;142100350014142;Estatal;Urbano;75;69;77;1
50;163200400016163;Estatal;Rural;10;10;10;1
50;184500450018184;Estatal;Rural;16;16;16;1
50;206000500020206;Estatal;Rural;26;26;28;1
50;227700550022227;Estatal;Rural;28;25;28;1
50;249600600024249;Estatal;Rural;6;6;6;1
50;294000700028294;Estatal;Rural;43;41;46;1
50;316500750030316;Estatal;Rural;80;78;83;1
50;339200800032339;Estatal;Rural;15;15;15;1
50;362100850034362;Estatal;Rural;21;21;21;1
50;479600110004447;Estatal;Rural;14;14;16;1
50;503700115004650;Estatal;Urbano;85;85;91;1
50;528000120004852;Estatal;Urbano;48;48;91;1
50;577200130005257;Estatal;Urbano;59;59;79;1
50;627200140005662;Estatal;Rural;45;44;47;1
50;652500145005865;Estatal;Urbano;77;77;84;1
50;678000150006067;Estatal;Urbano;97;92;104;1
50;755700165006675;Estatal;Urbano;43;42;59;1
50;782000170006878;Estatal;Urbano;76;76;81;1
50;808500175007080;Estatal;Urbano;41;33;44;1
50;835200180007283;Estatal;Urbano;22;22;27;1
50;889200190007688;Estatal;Urbano;49;44;60;1
50;944000200008094;Estatal;Urbano;25;25;33;1
50;102770021500861;Estatal;Urbano;81;81;83;1
50;108450022500901;Estatal;Urbano;24;24;34;1
50;117120024000961;Estatal;Urbano;69;69;77;1
50;120050024500981;Estatal;Rural;23;22;24;1
50;128960026001041;Estatal;Urbano;71;65;78;1
50;131970026501061;Estatal;Urbano;73;73;91;1
50;135000027001081;Estatal;Rural;6;6;6;1
50;138050027501101;Estatal;Rural;7;7;8;1
50;141120028001121;Estatal;Rural;14;14;14;1
50;144210028501141;Estatal;Rural;19;19;21;1
50;147320029001161;Estatal;Rural;15;14;15;1
50;150455929501181;Estatal;Rural;49;47;55;1
50;153600030001201;Estatal;Rural;59;58;59;1
50;159960031001241;Estatal;Urbano;44;25;49;1
50;163170031501261;Estatal;Urbano;26;26;30;1
50;169650032501301;Estatal;Urbano;24;24;34;1
50;172920033001321;Estatal;Urbano;49;49;51;1
50;176210033501341;Estatal;Urbano;29;29;42;1
50;179520034001361;Estatal;Urbano;40;39;43;1
50;189570035501421;Privado;Urbano;62;62;70;1
50;192960036001441;Estatal;Urbano;96;60;102;1
50;203250037501502;Estatal;Urbano;15;15;18;1
50;206720038001522;Estatal;Urbano;85;85;94;1
50;210210038501542;Estatal;Urbano;77;76;93;1
50;217250039501582;Estatal;Urbano;39;39;48;1
50;220800040001602;Estatal;Urbano;51;51;52;1
50;227960041001642;Privado;Urbano;55;51;67;1
50;231570041501662;Estatal;Rural;17;17;18;1
50;235200042001682;Estatal;Rural;3;3;3;1
50;238850042501702;Estatal;Rural;11;10;11;1
50;242520043001722;Estatal;Rural;3;3;11;1
50;249920044001762;Estatal;Urbano;24;24;29;1
50;253650044501782;Privado;Urbano;88;88;98;1
50;257400045001802;Estatal;Rural;16;15;23;1
50;261170045501822;Estatal;Rural;31;31;33;1
50;264960046001842;Estatal;Rural;6;6;7;1
50;268770046501862;Estatal;Rural;15;15;15;1
50;272600047001882;Estatal;Rural;12;12;12;1
50;276450047501902;Estatal;Rural;9;9;9;1
50;280320048001922;Estatal;Urbano;45;44;46;1
50;299970050502022;Estatal;Rural;18;18;22;1
50;303960051002043;Estatal;Rural;52;50;58;1
50;307970051502063;Estatal;Rural;16;16;16;1
50;120000200012120;Estatal;Urbano;17;16;23;1
50;181200300018181;Estatal;Urbano;28;27;33;1
50;212100350021212;Estatal;Rural;3;3;3;1
50;243200400024243;Estatal;Rural;13;13;17;1
50;274500450027274;Estatal;Rural;11;11;12;1
50;306000500030306;Estatal;Rural;32;32;33;1
50;337700550033337;Estatal;Rural;3;3;3;1
50;369600600036369;Estatal;Rural;8;5;8;1
50;401700650039401;Estatal;Urbano;95;95;105;1
50;434000700042434;Estatal;Urbano;19;19;27;1
50;466500750045466;Estatal;Urbano;26;25;26;1
50;499200800048499;Estatal;Rural;0;0;9;0
50;532100850051532;Estatal;Rural;3;3;3;1
50;565200900054565;Estatal;Rural;3;2;3;1
50;598500950057598;Estatal;Rural;45;45;49;1
50;632000100006063;Privado;Urbano;23;23;30;1
50;699600110006669;Estatal;Rural;10;10;10;1
50;733700115006973;Estatal;Rural;15;15;15;1
50;768000120007276;Estatal;Rural;15;15;16;1
50;802500125007580;Estatal;Urbano;23;23;24;1
50;837200130007883;Estatal;Urbano;61;54;75;1
50;872100135008187;Estatal;Urbano;14;0;15;0
50;942500145008794;Estatal;Rural;8;8;8;1
50;101370015500931;Estatal;Rural;22;22;33;1
50;104960016000961;Estatal;Urbano;53;29;55;1
50;108570016500991;Estatal;Urbano;5;5;5;1
50;112200017001021;Estatal;Urbano;37;36;37;1
50;123210018501111;Estatal;Rural;8;5;8;1
50;126920019001141;Estatal;Rural;20;20;28;1
50;130650019501171;Estatal;Rural;24;24;30;1
50;134400020001201;Estatal;Rural;6;6;6;1
50;138170020501231;Estatal;Rural;7;7;7;1
50;141960021001261;Estatal;Rural;25;24;26;1
50;145770021501291;Estatal;Rural;2;2;2;1
50;149600022001321;Estatal;Rural;8;8;18;1
50;153450022501351;Estatal;Rural;2;2;3;1
50;161210023501411;Estatal;Rural;46;46;55;1
50;165120024001441;Estatal;Urbano;4;4;4;1
50;169050024501471;Estatal;Rural;9;9;10;1
50;180960026001561;Estatal;Rural;38;38;42;1
50;184970026501591;Estatal;Rural;6;5;6;1
50;189000027001621;Estatal;Rural;0;0;4;0
50;193050027501651;Estatal;Rural;6;6;7;1
50;197120028001681;Estatal;Rural;6;6;7;1
50;205320029001742;Estatal;Rural;17;17;19;1
50;213600030001802;Estatal;Rural;0;0;10;0
50;230400032001922;Estatal;Urbano;31;31;32;1
50;234650032501952;Estatal;Urbano;32;32;39;1
50;243210033502012;Estatal;Urbano;65;65;91;1
50;256200035002102;Estatal;Rural;22;21;27;1
50;260570035502132;Estatal;Urbano;42;42;48;1
50;264960036002162;Privado;Urbano;59;59;60;1
50;269370036502192;Estatal;Rural;17;15;19;1
50;278250037502252;Estatal;Urbano;54;54;61;1
50;287210038502312;Estatal;Rural;25;25;26;1
50;300800040002403;Estatal;Rural;5;5;5;1
50;305370040502433;Estatal;Urbano;37;36;42;1
50;309960041002463;Estatal;Rural;19;19;22;1
50;314570041502493;Estatal;Rural;26;26;32;1
50;319200042002523;Estatal;Rural;21;21;21;1
50;323850042502553;Estatal;Urbano;25;2;26;1
50;328520043002583;Estatal;Urbano;9;9;13;1
50;333210043502613;Estatal;Urbano;21;21;21;1
50;337920044002643;Estatal;Urbano;21;21;24;1
50;342650044502673;Estatal;Rural;47;47;52;1
50;352170045502733;Estatal;Rural;10;10;10;1
50;356960046002763;Estatal;Rural;15;15;18;1
50;361770046502793;Estatal;Rural;16;16;20;1
50;376320048002883;Estatal;Rural;8;8;8;1
50;381210048502913;Estatal;Rural;3;3;4;1
50;386120049002943;Estatal;Rural;18;16;18;1
50;391050049502973;Estatal;Rural;8;8;19;1
50;396000050003003;Estatal;Rural;4;4;4;1
50;400970050503034;Estatal;Rural;6;6;6;1
50;405960051003064;Estatal;Urbano;34;34;36;1
50;410970051503094;Estatal;Rural;23;23;26;1
50;160000200016160;Estatal;Rural;15;15;15;1
50;200500250020200;Estatal;Rural;10;0;10;0
50;241200300024241;Estatal;Rural;23;23;24;1
50;282100350028282;Estatal;Rural;14;14;14;1
50;323200400032323;Estatal;Rural;18;18;23;1
50;364500450036364;Estatal;Rural;21;21;21;1
50;406000500040406;Estatal;Rural;33;33;41;1
50;447700550044447;Estatal;Rural;39;18;43;1
50;489600600048489;Estatal;Rural;24;24;25;1
50;531700650052531;Estatal;Rural;47;43;49;1
50;574000700056574;Estatal;Rural;24;24;24;1
50;616500750060616;Estatal;Rural;6;6;6;1
50;659200800064659;Estatal;Rural;12;12;14;1
50;702100850068702;Estatal;Rural;13;12;14;1
50;745200900072745;Estatal;Rural;9;9;9;1
50;788500950076788;Estatal;Rural;12;12;18;1
50;832000100008083;Estatal;Rural;9;9;9;1
50;875700105008487;Estatal;Rural;7;7;8;1
50;919600110008891;Estatal;Rural;0;0;12;0
50;963700115009296;Estatal;Rural;0;0;14;0
50;100800012000961;Estatal;Rural;0;0;11;0
50;105250012501001;Estatal;Rural;0;0;10;0
50;109720013001041;Estatal;Rural;0;0;14;0
50;114210013501081;Estatal;Urbano;14;13;17;1
50;123250014501161;Estatal;Rural;18;18;20;1
50;127800015001201;Estatal;Rural;16;16;16;1
50;132370015501241;Estatal;Rural;12;12;12;1
50;141570016501321;Estatal;Rural;22;22;24;1
50;146200017001361;Estatal;Urbano;112;111;117;1
50;164920019001521;Estatal;Urbano;53;53;60;1
50;169650019501561;Estatal;Rural;11;11;11;1
50;174400020001601;Privado;Urbano;56;40;61;1
50;183960021001681;Estatal;Urbano;14;14;14;1
50;188770021501721;Estatal;Rural;30;30;30;1
50;203320023001842;Estatal;Urbano;13;13;14;1
50;208210023501882;Estatal;Rural;8;8;8;1
50;213120024001922;Estatal;Rural;22;21;22;1
50;218050024501962;Estatal;Rural;94;94;99;1
50;227970025502042;Estatal;Urbano;18;18;20;1
50;243000027002162;Estatal;Rural;18;18;18;1
50;248050027502202;Estatal;Rural;2;2;3;1
50;258210028502282;Estatal;Rural;3;3;8;1
50;263320029002322;Estatal;Rural;12;10;12;1
50;268450029502362;Estatal;Rural;11;11;11;1
50;273600030002402;Estatal;Rural;0;0;6;0
50;278770030502442;Estatal;Rural;2;2;3;1
50;283960031002482;Estatal;Rural;1;1;1;1
50;289170031502522;Estatal;Rural;9;9;9;1
50;294400032002562;Estatal;Rural;12;12;13;1
50;299650032502602;Estatal;Rural;19;19;19;1
50;310210033502683;Estatal;Rural;5;5;5;1
50;315520034002723;Estatal;Rural;18;18;20;1
50;331570035502843;Estatal;Rural;4;4;4;1
50;336960036002883;Estatal;Urbano;44;44;50;1
50;353250037503003;Estatal;Rural;5;5;5;1
50;364210038503083;Estatal;Urbano;7;7;19;1
50;380800040003203;Privado;Urbano;24;24;29;1
50;397570041503323;Estatal;Urbano;68;67;74;1
50;403200042003364;Estatal;Rural;11;11;11;1
50;408850042503404;Estatal;Rural;4;4;6;1
50;414520043003444;Estatal;Rural;1;1;1;1
50;420210043503484;Estatal;Rural;1;1;2;1
50;425920044003524;Estatal;Rural;4;2;4;1
50;431650044503564;Estatal;Rural;2;2;3;1
50;448960046003684;Estatal;Urbano;40;40;45;1
50;454770046503724;Estatal;Urbano;12;11;16;1
50;460600047003764;Estatal;Rural;0;0;16;0
50;472320048003844;Estatal;Rural;5;5;6;1
50;478210048503884;Estatal;Rural;3;3;3;1
50;484120049003924;Estatal;Rural;9;9;11;1
50;490050049503964;Estatal;Urbano;14;11;15;1
50;496000050004004;Estatal;Urbano;4;4;4;1
50;501970050504045;Estatal;Rural;16;16;16;1
50;507960051004085;Estatal;Rural;11;11;11;1
50;513970051504125;Privado;Urbano;22;21;23;1
50;352100350035352;Estatal;Rural;6;6;7;1
50;403200400040403;Estatal;Urbano;24;24;26;1
50;454500450045454;Privado;Urbano;33;32;35;1
50;557700550055557;Estatal;Rural;43;42;44;1
50;609600600060609;Estatal;Rural;38;38;48;1
50;661700650065661;Estatal;Rural;21;21;30;1
50;872100850085872;Estatal;Urbano;41;40;44;1
50;925200900090925;Estatal;Urbano;38;38;48;1
50;978500950095978;Estatal;Urbano;81;81;87;1
50;119370011501151;Estatal;Urbano;39;37;40;1
50;124800012001201;Estatal;Urbano;46;45;47;1
50;130250012501251;Estatal;Rural;14;13;14;1
50;135720013001301;Privado;Urbano;85;84;93;1
50;141210013501351;Estatal;Urbano;39;38;43;1
50;152250014501451;Estatal;Rural;14;14;16;1
50;157800015001501;Estatal;Urbano;25;25;29;1
50;163370015501551;Privado;Urbano;48;48;59;1
50;180200017001701;Estatal;Urbano;58;55;67;1
50;197210018501851;Estatal;Rural;21;21;23;1
50;202920019001902;Estatal;Rural;17;17;18;1
50;220170020502052;Estatal;Rural;23;23;29;1
50;231770021502152;Estatal;Rural;41;20;45;1
50;237600022002202;Estatal;Rural;13;13;18;1
50;243450022502252;Estatal;Urbano;76;76;83;1
50;249320023002302;Estatal;Rural;8;8;8;1
50;255210023502352;Estatal;Rural;11;11;16;1
50;261120024002402;Estatal;Urbano;18;18;20;1
50;267050024502452;Estatal;Urbano;67;67;73;1
50;273000025002502;Estatal;Urbano;44;43;47;1
50;297000027002702;Estatal;Urbano;71;71;77;1
50;303050027502753;Estatal;Rural;23;23;23;1
50;309120028002803;Estatal;Rural;16;16;16;1
50;315210028502853;Estatal;Rural;23;14;23;1
50;321320029002903;Estatal;Rural;16;16;16;1
50;327450029502953;Estatal;Rural;7;7;7;1
50;333600030003003;Estatal;Rural;5;5;5;1
50;339770030503053;Estatal;Rural;15;15;18;1
50;345960031003103;Estatal;Rural;7;7;7;1
50;352170031503153;Estatal;Rural;13;13;16;1
50;364650032503253;Estatal;Urbano;72;70;80;1
50;370920033003303;Estatal;Rural;43;43;45;1
50;383520034003403;Privado;Urbano;29;29;32;1
50;396200035003503;Privado;Urbano;47;47;71;1
50;402570035503554;Privado;Urbano;45;45;52;1
50;415370036503654;Privado;Urbano;58;55;63;1
50;428250037503754;Estatal;Urbano;69;69;74;1
50;434720038003804;Estatal;Urbano;41;41;44;1
50;447720039003904;Estatal;Urbano;35;35;42;1
50;454250039503954;Estatal;Urbano;48;48;55;1
50;460800040004004;Privado;Urbano;106;106;107;1
50;473960041004104;Estatal;Urbano;10;10;12;1
50;480570041504154;Estatal;Urbano;21;16;23;1
50;487200042004204;Estatal;Urbano;28;28;28;1
50;507210043504355;Estatal;Urbano;16;15;20;1
50;513920044004405;Estatal;Urbano;54;54;64;1
50;527400045004505;Estatal;Urbano;29;29;39;1
50;540960046004605;Estatal;Urbano;5;5;8;1
50;547770046504655;Estatal;Urbano;22;22;26;1
50;554600047004705;Estatal;Urbano;10;10;15;1
50;561450047504755;Privado;Urbano;22;22;22;1
50;568320048004805;Estatal;Urbano;19;19;38;1
50;575210048504855;Privado;Urbano;23;23;29;1
50;602970050505056;Estatal;Urbano;126;125;137;1
50;616970051505156;Privado;Urbano;64;64;65;1
50;300500250030300;Estatal;Urbano;46;46;52;1
50;361200300036361;Estatal;Urbano;82;82;88;1
50;422100350042422;Estatal;Urbano;34;33;45;1
50;483200400048483;Estatal;Urbano;40;40;45;1
50;606000500060606;Estatal;Urbano;94;81;119;1
50;104210085010210;Estatal;Urbano;67;67;77;1
50;129570010501261;Estatal;Urbano;23;20;23;1
50;142370011501381;Estatal;Urbano;42;42;50;1
50;148800012001441;Estatal;Urbano;67;67;72;1
50;155250012501501;Estatal;Urbano;25;25;27;1
50;161720013001561;Estatal;Urbano;15;15;16;1
50;174720014001681;Estatal;Urbano;18;18;22;1
50;220850017502102;Estatal;Urbano;37;37;41;1
50;227520018002162;Estatal;Urbano;41;41;46;1
50;240920019002282;Estatal;Urbano;19;18;28;1
50;261170020502462;Privado;Urbano;64;64;76;1
50;274770021502582;Estatal;Urbano;15;15;16;1
50;281600022002642;Estatal;Urbano;56;44;59;1
50;288450022502702;Estatal;Urbano;38;38;50;1
50;309120024002883;Estatal;Urbano;60;59;70;1
50;323000025003003;Estatal;Rural;1;0;6;0
50;329970025503063;Estatal;Rural;3;3;3;1
50;343970026503183;Estatal;Rural;9;9;12;1
50;351000027003243;Estatal;Urbano;0;0;2;0
50;358050027503303;Estatal;Rural;0;0;3;0
50;365120028003363;Estatal;Rural;11;11;12;1
50;372210028503423;Estatal;Rural;12;12;13;1
50;379320029003483;Estatal;Rural;2;2;2;1
50;386450029503543;Estatal;Urbano;48;47;50;1
50;400770030503664;Estatal;Urbano;34;0;35;0
50;415170031503784;Estatal;Urbano;38;38;41;1
50;422400032003844;Estatal;Urbano;61;61;69;1
50;436920033003964;Estatal;Urbano;25;23;25;1
50;444210033504024;Estatal;Urbano;2;2;2;1
50;466200035004204;Estatal;Urbano;3;3;3;1
50;473570035504264;Estatal;Rural;0;0;6;0
50;480960036004324;Estatal;Urbano;24;24;24;1
50;488370036504384;Estatal;Rural;56;56;58;1
50;495800037004444;Estatal;Rural;0;0;9;0
50;503250037504505;Estatal;Rural;3;3;3;1
50;510720038004565;Estatal;Rural;12;12;13;1
50;518210038504625;Estatal;Rural;5;5;5;1
50;525720039004685;Estatal;Rural;17;17;17;1
50;533250039504745;Estatal;Rural;0;0;13;0
50;555960041004925;Estatal;Rural;5;5;7;1
50;578850042505105;Estatal;Rural;6;6;6;1
50;586520043005165;Estatal;Rural;1;1;1;1
50;594210043505225;Estatal;Rural;19;19;19;1
50;609650044505346;Estatal;Rural;4;4;4;1
50;617400045005406;Estatal;Rural;4;4;4;1
50;625170045505466;Estatal;Rural;37;37;39;1
50;632960046005526;Estatal;Rural;23;22;24;1
50;656450047505706;Estatal;Urbano;72;66;74;1
50;664320048005766;Estatal;Urbano;28;28;79;1
50;672210048505826;Estatal;Rural;6;6;8;1
50;688050049505946;Estatal;Rural;0;0;4;0
50;696000050006006;Estatal;Urbano;53;53;66;1
50;703970050506067;Estatal;Rural;5;5;6;1
50;711960051006127;Estatal;Urbano;45;45;45;1
50;280000200028280;Estatal;Rural;4;4;12;1
50;350500250035350;Estatal;Urbano;0;0;13;0
50;421200300042421;Estatal;Urbano;60;58;61;1
50;492100350049492;Estatal;Urbano;39;38;42;1
50;634500450063634;Estatal;Urbano;0;0;42;0
50;706000500070706;Estatal;Rural;19;19;20;1
50;777700550077777;Estatal;Rural;25;23;27;1
50;849600600084849;Estatal;Rural;19;17;20;1
50;921700650091921;Estatal;Rural;14;14;14;1
50;106650075010510;Estatal;Rural;5;5;5;1
50;113920080011211;Estatal;Urbano;7;7;7;1
50;143200010001401;Estatal;Urbano;38;38;49;1
50;150570010501471;Estatal;Urbano;10;0;11;0
50;157960011001541;Estatal;Urbano;38;37;40;1
50;172800012001681;Privado;Urbano;20;20;23;1
50;202720014001962;Estatal;Rural;0;0;13;0
50;210250014502032;Estatal;Rural;0;0;10;0
50;217800015002102;Estatal;Rural;0;0;10;0
50;240570016502312;Privado;Urbano;23;19;23;1
50;248200017002382;Estatal;Urbano;83;76;98;1
50;271210018502592;Estatal;Urbano;14;14;17;1
50;278920019002662;Estatal;Urbano;20;20;23;1
50;286650019502732;Privado;Urbano;91;86;93;1
50;302170020502873;Estatal;Urbano;61;49;88;1
50;309960021002943;Estatal;Urbano;27;27;28;1
50;349210023503293;Estatal;Urbano;30;23;35;1
50;365050024503433;Estatal;Urbano;13;13;21;1
50;373000025003503;Privado;Urbano;27;27;27;1
50;413050027503854;Estatal;Urbano;107;107;118;1
50;502920033004625;Estatal;Urbano;22;22;23;1
50;544570035504975;Estatal;Urbano;104;57;106;1
50;561370036505115;Privado;Urbano;18;17;20;1
50;569800037005185;Estatal;Urbano;52;50;60;1
50;578250037505255;Estatal;Urbano;13;12;18;1
50;586720038005325;Estatal;Urbano;17;16;17;1
50;603720039005466;Estatal;Urbano;51;50;62;1
50;612250039505536;Estatal;Urbano;100;90;111;1
50;620800040005606;Estatal;Urbano;55;54;58;1
50;672520043006026;Privado;Urbano;58;43;58;1
50;681210043506096;Privado;Urbano;69;69;71;1
50;724960046006447;Privado;Urbano;19;19;21;1
50;742600047006587;Estatal;Urbano;54;28;91;1
50;320000200032320;Privado;Urbano;49;47;61;1
50;643200400064643;Privado;Urbano;44;44;62;1
50;724500450072724;Privado;Urbano;24;24;24;1
50;806000500080806;Estatal;Urbano;42;42;45;1
50;887700550088887;Estatal;Urbano;40;39;45;1
50;113400070011211;Privado;Urbano;29;29;36;1
50;129920080012812;Estatal;Urbano;16;16;20;1
50;146520090014414;Estatal;Urbano;67;67;76;1
50;154850095015215;Estatal;Urbano;44;44;48;1
50;163200010001601;Estatal;Urbano;59;58;64;1
50;171570010501681;Estatal;Urbano;47;46;49;1
50;188370011501841;Estatal;Urbano;31;31;37;1
50;196800012001921;Estatal;Urbano;37;37;43;1
50;205250012502002;Estatal;Urbano;95;91;99;1
50;230720014002242;Privado;Urbano;88;83;93;1
50;247800015002402;Estatal;Rural;5;4;5;1
50;264960016002562;Estatal;Urbano;18;18;22;1
50;282200017002722;Estatal;Urbano;5;5;6;1
50;290850017502802;Estatal;Urbano;15;15;15;1
50;299520018002882;Estatal;Urbano;5;5;6;1
50;308210018502963;Estatal;Urbano;13;13;16;1
50;316920019003043;Estatal;Rural;18;18;20;1
50;325650019503123;Estatal;Rural;5;3;5;1
50;334400020003203;Estatal;Urbano;62;61;70;1
50;351960021003363;Estatal;Rural;11;10;11;1
50;360770021503443;Estatal;Urbano;14;14;17;1
50;369600022003523;Estatal;Urbano;92;90;95;1
50;378450022503603;Privado;Urbano;90;75;114;1
50;423000025004004;Estatal;Rural;82;80;92;1
50;440960026004164;Estatal;Urbano;38;23;46;1
50;459000027004324;Estatal;Urbano;99;98;108;1
50;477120028004484;Estatal;Urbano;21;20;27;1
50;513600030004805;Estatal;Rural;114;112;126;1
50;522770030504885;Estatal;Urbano;67;42;74;1
50;550400032005125;Estatal;Urbano;72;64;83;1
50;559650032505205;Estatal;Urbano;65;60;69;1
50;568920033005285;Estatal;Urbano;62;59;72;1
50;578210033505365;Privado;Urbano;52;46;54;1
50;606200035005606;Estatal;Rural;1;1;1;1
50;624960036005766;Estatal;Urbano;106;102;118;1
50;653250037506006;Estatal;Urbano;49;45;53;1
50;672210038506166;Estatal;Urbano;79;77;87;1
50;681720039006246;Privado;Urbano;42;42;51;1
50;710370040506487;Estatal;Urbano;99;87;104;1
50;748850042506807;Estatal;Urbano;24;24;25;1
50;758520043006887;Privado;Urbano;46;46;66;1
50;777920044007047;Estatal;Urbano;46;23;50;1
50;807170045507288;Estatal;Urbano;51;50;66;1
50;826770046507448;Estatal;Rural;89;84;108;1
50;836600047007528;Estatal;Urbano;102;86;109;1
50;846450047507608;Estatal;Urbano;74;74;82;1
50;856320048007688;Estatal;Urbano;47;44;60;1
50;886050049507928;Estatal;Urbano;108;104;113;1
50;896000050008008;Estatal;Rural;83;72;85;1
50;905970050508089;Privado;Rural;53;53;57;1
50;925970051508249;Estatal;Urbano;87;86;101;1
50;450500250045450;Estatal;Urbano;27;26;30;1
50;541200300054541;Estatal;Urbano;51;51;56;1
50;632100350063632;Estatal;Urbano;58;55;60;1
50;814500450081814;Estatal;Urbano;47;47;54;1
50;906000500090906;Estatal;Urbano;52;52;57;1
50;108960060010810;Estatal;Urbano;24;22;31;1
50;118170065011711;Estatal;Urbano;37;35;41;1
50;136650075013513;Estatal;Urbano;90;82;112;1
50;145920080014414;Estatal;Rural;23;0;23;0
50;173850095017117;Estatal;Urbano;127;126;135;1
50;183200010001801;Estatal;Urbano;52;52;54;1
50;201960011001982;Estatal;Urbano;46;46;58;1
50;230250012502252;Estatal;Rural;23;23;24;1
50;239720013002342;Estatal;Rural;26;26;26;1
50;249210013502432;Estatal;Rural;15;15;15;1
50;268250014502612;Estatal;Urbano;70;47;86;1
50;287370015502792;Estatal;Urbano;42;33;45;1
50;296960016002882;Estatal;Urbano;63;62;64;1
50;306570016502973;Estatal;Urbano;54;54;59;1
50;316200017003063;Estatal;Urbano;47;47;53;1
50;335520018003243;Estatal;Urbano;20;20;21;1
50;345210018503333;Estatal;Urbano;33;32;34;1
50;354920019003423;Estatal;Urbano;67;35;72;1
50;384170020503693;Estatal;Urbano;33;32;39;1
50;413600022003964;Estatal;Urbano;71;41;75;1
50;423450022504054;Estatal;Urbano;81;80;84;1
50;433320023004144;Estatal;Urbano;63;63;75;1
50;453120024004324;Estatal;Rural;20;20;25;1
50;473000025004504;Privado;Rural;28;27;32;1
50;482970025504594;Estatal;Urbano;59;59;64;1
50;492960026004684;Estatal;Rural;19;19;19;1
50;502970026504775;Estatal;Urbano;47;44;50;1
50;523050027504955;Estatal;Rural;42;34;42;1
50;533125628005045;Estatal;Rural;13;13;14;1
50;553320029005225;Estatal;Rural;30;24;31;1
50;563450029505315;Estatal;Urbano;69;54;89;1
50;583770030505495;Estatal;Rural;37;37;37;1
50;593960031005585;Estatal;Urbano;51;50;54;1
50;604170031505676;Estatal;Urbano;23;23;25;1
50;614400032005766;Estatal;Urbano;20;20;27;1
50;645210033506036;Estatal;Rural;2;2;2;1
50;686570035506396;Estatal;Rural;20;0;23;0
50;696960036006486;Estatal;Rural;12;12;12;1
50;707370036506577;Estatal;Rural;9;9;9;1
50;717800037006667;Estatal;Urbano;11;11;11;1
50;728250037506757;Estatal;Rural;18;18;25;1
50;738720038006847;Estatal;Rural;26;21;26;1
50;749210038506937;Estatal;Rural;17;17;19;1
50;759720039007027;Estatal;Rural;23;23;26;1
50;770250039507117;Estatal;Rural;11;10;12;1
50;780800040007207;Estatal;Rural;17;16;18;1
50;791370040507297;Estatal;Rural;39;38;41;1
50;801960041007388;Estatal;Rural;7;7;7;1
50;855210043507838;Estatal;Urbano;39;39;58;1
50;898170045508198;Estatal;Rural;24;24;24;1
50;908960046008289;Estatal;Rural;10;10;10;1
50;919770046508379;Estatal;Rural;24;23;27;1
50;930600047008469;Estatal;Rural;34;34;36;1
50;952320048008649;Estatal;Urbano;100;92;117;1
50;963210048508739;Estatal;Urbano;52;50;52;1
50;974120049008829;Estatal;Urbano;21;21;22;1
50;985050049508919;Estatal;Urbano;59;58;61;1
50;996000050009009;Privado;Urbano;34;33;35;1
50;100697005050909;Estatal;Urbano;71;66;82;1
50;20004002000400;Estatal;Urbano;36;35;44;1
50;500250050500250;Estatal;Rural;15;15;16;1
50;120030006012003;Estatal;Rural;8;8;11;1
50;210035007021003;Estatal;Rural;0;0;10;0
50;320040008032004;Estatal;Rural;0;0;15;0
50;450045009045004;Estatal;Urbano;30;29;35;1
50;600050010060005;Estatal;Urbano;78;77;81;1
50;770055011077005;Estatal;Rural;11;0;11;0
50;960060012096006;Estatal;Rural;34;32;36;1
50;117006501301170;Estatal;Rural;22;11;24;1
50;140007001401400;Estatal;Urbano;9;0;9;0
50;165007501501650;Estatal;Urbano;7;7;8;1
50;285009501902850;Estatal;Urbano;28;28;58;1
50;357001050210357;Estatal;Urbano;73;68;85;1
50;396001100220396;Estatal;Rural;32;32;33;1
50;480001200240480;Estatal;Rural;26;25;28;1
50;525001250250525;Privado;Urbano;52;52;56;1
50;572001300260572;Estatal;Rural;6;6;6;1
50;621001350270621;Estatal;Rural;3;3;4;1
50;672001400280672;Estatal;Rural;18;18;21;1
50;725001450290725;Estatal;Urbano;69;69;84;1
50;780001500300780;Estatal;Urbano;94;94;105;1
50;957001650330957;Estatal;Rural;56;56;58;1
50;102000170034010;Estatal;Rural;5;3;5;1
50;108500175035010;Estatal;Rural;2;2;2;1
50;129200190038012;Estatal;Rural;0;0;1;0
50;136500195039013;Estatal;Rural;0;0;4;0
50;144000200040014;Estatal;Urbano;37;37;37;1
50;151700205041015;Estatal;Rural;1;0;32;0
